qd1,qd2,phrase1,phrase2,label
24645,24646,when the phone rang again less than a minut luminesc clock radio still show knew it wa no innoc wrong number,there again wa the viciou laugh of one who ha triumph over an enemi the gleeful sadism of a victori aveng,roth
24647,24648,after put down the receiv i got out of bed and ran to the live room extens to take the receiv there off the hook befor the phone rang a third time,i left it like that until around six the next morn when i got up and stole back into the live room to replac it so that my father wouldn t ask ani question,roth
24649,24650,i wa in the bathroom when it rang around seven,my father answer,roth
24651,24652,when i came out and ask who had phone so earli he said angrili no one but it wa clear enough what had happen,who wa it i repeat and thi time he describ the laugh he d heard,roth
24653,24654,sound like some screwbal i told him without mention the call i d taken the night befor,it s wilkin he repli,roth
24655,24656,who s wilkin from across the street how do you know it s him i know all right what s he got against you i ask,he s a fascist dog,roth
24657,24658,a real jewhat,he live alon,roth
24659,24660,not a friend in the world,just that mutt,roth
24661,24662,love onli mr,raygun and plastic nanci and that filthi mutt of hi,roth
24663,24664,put raygun sticker all over the laundri room,our laundri room,roth
24665,24666,doesn t come over here and doe it so you told him not to i saw them and sure i told him not to,and the next day he put up more,roth
24667,24668,when i saw what he d done i tore em down,i phone him,roth
24669,24670,i told him that wasn t what thi laundri room wa for,it wa for peopl to wash their cloth in peac and not for polit campaigning what els did you tell him i told him what i thought of mr,roth
24671,24672,raygun,i told him in case he hadn t heard just what jew have suffer for two thousand years you re sure it s him it s wilkin all right,roth
24673,24674,i ll get him he said half to himself i ll get the son of a bitch dad don t the sound of it they got him,you know what a punish it is for a man to laugh at somebodi els s grief,roth
24675,24676,forget him,the laugh began as soon as i pick it up,roth
24677,24678,i listen for a long time with the phone held tightli to my ear,and then when the caller had neither stop laugh nor hung up i said my best by cup the mouthpiec not to wake my wilkin pull thi shit one more time onc more and i will be over at your door with my ax,roth
24679,24680,i ve got a big ax wilkin and i know where you live,i will beat your door down with my ax and then i am go to come in and split you up the middl like a log,roth
24681,24682,do you have a dog by ani chanc,i m go to turn your doggi into sausag wilkin,roth
24683,24684,with just my ax to help me i will then shove him up your ass and down your throat until you and fido are one,in the the mahogani bedroom suit no longer gleam with polish as it had when my mother wa in charg of the housekeep where instead you could now initi the dust coat the upper father show me in the middl of the top bureau drawer the littl metal box where he kept hi will hi insur polici and hi save book,roth
24685,24686,there wa also a record of hi cd and municip,all my paper he said,roth
24687,24688,i did what you told me he said,flip through the save book i saw that the save ad up to about fifti thousand dollar the cd and municip came to anoth thirti too were to be left to my brother,roth
24689,24690,the tenthousanddollar insur polici goe to you he said,when i wa visit him in florida some two or three year after my mother s death the subject of hi will had come up and i had told him to leav all hi money to sandi to split as he wish between hi two kid and himself,roth
24691,24692,i told him that i didn t need ani money and that what seth and jonathan got could make a big differ to them if the money wa divid two way or three at the most,i had meant it when i said it i had confirm it in a letter to him afterward and i hadn t thought about hi will sinc,roth
24693,24694,but now with hi death anyth but remot be told by him that he had gone ahead and on the basi of my request substanti elimin me as one of hi heir elicit an unforeseen respons i felt the fact that hi elimin me from the will had been my own do did not at all mitig thi feel of have been cast out by him,i had made a gener gestur that wa also i suppos of a piec with the assert of equal and selfreli that i had been make to my father sinc earli adolesc,roth
24695,24696,admittedli it wa also a characterist attempt to take the moral high ground within the famili to defin myself in my fifti as i had in colleg and graduat school and later as a young writer as a son to whom materi consider were larg i felt crush for have done it naiv and foolish and crush,to my great dismay stand with him over hi last will and testament i discov that i want my share of the financi surplu that against all odd had been accumul over a lifetim by thi obdur resolut father of mine,roth
24697,24698,i want the money becaus it wa hi money and i wa hi son and i had a right to my share and i want it becaus it wa if not an authent chunk of hi hardwork hide someth like the embodi of all that he had overcom or outlast,it wa what he had to give me it wa what he had want to give me it wa due me by custom and tradit and whi couldn t i have kept my mouth shut and allow what wa onli natur to prevail,roth
24699,24700,didn t i think i deserv it,did i consid my brother and hi children more deserv inheritor than i perhap becaus my brother by have given him grandchildren wa more legitim a father s heir than wa the son who had been childless,roth
24701,24702,wa i a younger brother who suddenli had becom unabl to assert hi claim against the senior of someon who had been there first,or to the contrari wa i a younger brother who felt that he had encroach too much upon an older brother s prerog alreadi,roth
24703,24704,just where had thi impuls to cast off my right of inherit come from and how could it have so easili overwhelm expect that i now belatedli discov a son wa entitl to have,but thi had happen to me more than onc in my life i had refus to allow convent to determin my conduct onli to learn after i d gone my own way that my bedrock feel were sometim more convent than my sens of unswerv moral imper,roth
24705,24706,dure the walk we took that afternoon in which i steer my father veri slowli twice around the block i wa not abl to tell him howev much i want howev efficaci humbl a confess of error might have i would like him to reassign to me the share of hi estat that he had origin bequeath to me in hi will,for one thing becaus sever year back my brother had had to provid hi signatur to gain access to the joint save account he alreadi knew of the chang and it did not seem worth even the thirti or forti thousand dollar to establish the condit for a famili feud or the erupt of poison feel that is notori associ with the lastminut adjust of an inherit,roth
24707,24708,and there wa my you like the hubri,in short for someth like the reason that had probabl contribut to my tell him to leav the money to other in the first place i now found myself unabl to renounc my instruct,roth
24709,24710,so much for learn from one s mistak,let it be i thought,roth
24711,24712,but i then discov myself unabl to ask for that,not directli anyhow,roth
24713,24714,selfreli to the last,independ to the end,roth
24715,24716,the son perpetu protest hi autonomi,i don t need anyth,roth
24717,24718,tell me about grandpa s shave mug i said,i wa look at it in your bathroom,roth
24719,24720,where wa hi barbershop,bank street,roth
24721,24722,below wallac place where the german hospit use to be on the corner of wallac place and bank street,there wa a barber on bank street and when i wa a littl boy we use to go around and get my hair cut and my father would get a shave,roth
24723,24724,the mug had s,that s a good question,roth
24725,24726,let me rememb,i don t think i did,roth
24727,24728,no,i didn t,roth
24729,24730,i took it from my brother ed,ye,roth
24731,24732,when we move from rutger street pop took it with him to hunterdon street and went to the barber on johnson avenu and avon avenu and then ed took it after pop die and i took it from him,i think it wa the onli thing that wa ever left to me,roth
24733,24734,and it wasn t even left to me,on via giulia in that tini barbershop,roth
24735,24736,that may have been the best of that whole year for me i said think of the marit battl that erupt daili in the small apart around the corner from via giulia on via di sant eligio that i share unhappili with an unhappi wife when we were live in itali on my thirtytwohundreddollar guggenheim,i d go down the street for a shave in the afternoon after i d finish write,roth
24737,24738,my big luxuri,the barber wa guglielmo,roth
24739,24740,he want to talk all the time about caryl chessman,he pride himself on hi english,roth
24741,24742,everi time i came in happi birthday maestro fourth of july hot towel big shave brush straightedg razor slap silli with witch hazel to top it off and all for the equival of about fifteen cent,i said,roth
24743,24744,cost a quarter,there would be color famili he now told me still pay premium twenti thirti year after the death of the insur,roth
24745,24746,three cent a week,that s what we collected how come they kept pay they never said anyth to the agent,roth
24747,24748,somebodi die and they never mention it,the insur man came round and they paid him amaz i said though it wa by no mean the first time that i wa hear hi stori of the eeri even collect penni from the poorest of newark s poor stori from thirtyeight year with the metropolitan with bill and abe and sam and j m cohen all of them as he remind me sever time long gone,roth
24749,24750,and of the few friend aliv there wasn t much good news to report either,louie chesler is in a hospit piss blood,roth
24751,24752,ida singer is almost blind,milton singer can t walk he s in a wheelchair,roth
24753,24754,dick turro ha cancer poor guy,bill weber doesn t even know who i am when i call up,roth
24755,24756,herman herman who,the next day i drove to elizabeth to pick my father up and take him over to univers hospit on springfield avenu in newark he wa to consult there about an oper with the brain surgeon dr,roth
24757,24758,meyerson,lil and he were immedi at loggerhead when i ask the best way to get to meyerson s offic,roth
24759,24760,it turn out that lil wa talk about how to get to meyerson s offic in millburn where she had gone with my father the first time he d been to see meyerson and he wa talk about how to drive to meyerson s hospit offic where unknown to lil thi second appoint had been schedul,in the car he manag to keep the disagr simmer for some time after the confus had been resolv,roth
24761,24762,he onli quiet down about it when i turn up from elizabeth avenu toward bergen street and began to drive through the most desol street of black newark,what in my childhood had been the busi shop thoroughfar of a lowermiddleclass mostli jewish neighborhood were now almost entir burn out or board up or torn down,roth
24763,24764,the onli one about seem to be unemploy black ani rate black men stand togeth on the street corner seemingli with noth to do,it wa not a scene conduc to allevi the gloom of three peopl on their way to consult with a brain surgeon and yet the rest of the way to the hospit my father forgot the encount await him there and instead reminisc in hi random fashion about who had live and work where when he wa a boy befor the first world war and on these street immigr jew and their famili were do what they could to surviv and flourish,roth
24765,24766,mr,tibor live there,roth
24767,24768,i suppos he wa a hungarian,he made my birthday suit and he made the pant too short,roth
24769,24770,the suit wa useless,that s where al schorr s famili live,roth
24771,24772,my god that s still stand,rasp like that and deep,roth
24773,24774,had it when he wa a littl kid,al wa thrown out of hi class,roth
24775,24776,and so he came to my class and i made him treasur class treasur,i wa the presid,roth
24777,24778,well my father said al wa a great guy,he didn t do it with a gun,roth
24779,24780,he did it with a laugh,he did everyth with a laugh,roth
24781,24782,he work with me until we fire him,i got him in the insur busi,roth
24783,24784,everi job al ever had i got him,but he wa steal money and he say hey he say hey they re after me herman the polic are after me well i say here s five dollar go to the sweat bath in new york and i gave him five dollar and he went to new york,roth
24785,24786,and he come back then he paid the compani off and i got him a job with louie chesler,he sold,roth
24787,24788,i told him if he ever stole from louie i said i d shoot him,he work for the shubert in newark,roth
24789,24790,the theater,he use to pick the ticket that the peopl would tear in half off the ground,roth
24791,24792,he would put them togeth put em in a box and steal the money,hi mother had to pay up i don t know two three thousand dollar,roth
24793,24794,hi teacher threw him out of hi class that s how we becam friend,he look around the classroom the first day in eighth know what a pishka is he said to me suddenli interrupt hi stori,roth
24795,24796,of cours i know,a collect box,roth
24797,24798,and so he came into my room and i size him up and i made him treasur,i wa presid,roth
24799,24800,thirteenth avenu school,when he had settl in behind hi desk he look across to where i wa sit and ask what question i had,roth
24801,24802,i point to my father look aw glum in a chair between lil whom the doctor had call mr,roth and meyerson s chief nurs who we were told customarili sat in on preoper consult,roth
24803,24804,my father ha the question i said,go ahead dad,roth
24805,24806,ask dr,he d written them in pencil labori laid them out in that artlessli sprawl yokel handwrit capit most of the noun but spell all except one or two word correctli,roth
24807,24808,he d show me the list befor we left the hous and i had thought i want thi list,one he began,roth
24809,24810,what s the procedur he look up at meyerson,turn it in hi hand and point with a pencil he explain where the tumor wa situat and where it wa press into the brain,roth
24811,24812,he show us on the back wall of the skull where he could cut through to go in to remov it,i hadn t believ you could do such a thing to a brain without invit disast,roth
24813,24814,and for all i knew you couldn t,what do you use to go in there my father ask,roth
24815,24816,the doctor s repli demonstr hi own quiet object,two,roth
24817,24818,and now it wa he who wa mildli mordantli iron,three he said return to hi list again,roth
24819,24820,you ll be pretti sick afterward,you ll have a high fever,roth
24821,24822,he didn t give out howev but proceed to hi fourth question,eight to ten hour then five to six day and what would he be worth after that,roth
24823,24824,after the impoverish childhood and the limit educ after the failur of the shoe store and of the frozenfood busi after the struggl to gain a manageri role in the teeth of the metropolitan s jewish quota after the prematur death of so mani love morri charli and milton in the and hi young niec jeanett and hi young nephew david and hi belov sisterinlaw ethel in the all that he had weather and surviv without bitter or broken or despair wasn t eight to ten hour of brain surgeri realli ask too much,isn t there a limit,roth
24825,24826,the answer is ye ye absolut ye to the thousandth wa ask too much,to isn t there a limit the answer is no,roth
24827,24828,most of the oper time meyerson explain is spent get in through the skull,it depend then on the kind of tumor i find,roth
24829,24830,in that area ninetyf percent ninetyeight percent are benign,there isn t much bleed gener,roth
24831,24832,five,and just when i had thought that i had the pictur i realiz that not by ani mean had i grasp as yet the aw of thi thing,roth
24833,24834,thi time we drove through the ruin of newark in silenc,he had noth more to ask hi childhood recollect were spent he did not even have it in him to improv wa onli that final exchang in meyerson s offic for all of us to think about and think about,roth
24835,24836,meyerson had agre that we should now solicit a second neurosurg opinion but assum as he did that the second doctor confirm hi judgment and we decid to go ahead with surgeri at univers hospit he advis us to have it sooner rather than later and to set up a tent appoint for the oper on the first open date in hi calendar,it turn out to be the anniversari of my mother s death seven year earlier,roth
24837,24838,at the apart lil went into the kitchenett to prepar some campbel s soup for lunch,my father went in after her to get the dish to set the dine room tabl and i sat in the live room tri to envis how meyerson wa go to lift my father s brain without damag it,roth
24839,24840,there must be way i thought,lil wa appar use the manual open screw to the wall besid the sink becaus i heard my father tell her hold the can from the bottom,roth
24841,24842,it isn t right,how to open a soup can,roth
24843,24844,what els is there to think about,what els is there that matter,roth
24845,24846,thi is what s kept him go for eightysix year and what if anyth is go to get him through now,after set our three place at the tabl he return to the kitchenett and stood next to her over the saucepan,roth
24847,24848,she kept insist the soup wasn t hot yet and he kept insist it had to didn t take all day to heat up a can of veget soup,thi exchang wa repeat four time until hi that is the out and he pull the pot off the burner and leav lil emptyhand at the stove came into the dine room and pour the soup into the bowl and onto the place mat and over the tabl,roth
24849,24850,mayb becaus of hi bad eye he didn t see the extent of the mess he d made,the soup wa cold,roth
24851,24852,nobodi said so,he probabl didn t even notic,roth
24853,24854,halfway through the silent meal he said matteroffactli thi is the last chapter but kept spoon soup into hi lopsid mouth until hi bowl wa empti and hi shirt look as though he had been paint with the soup,as i wa leav to go back to new york he went into the bedroom and return with a small packag for me,roth
24855,24856,a coupl of brown paper bag had been savag twist about to accommod the content and then bound togeth with vari length of scotch tape most of which were coil up on themselv like strand of dna,but that even after have been out alon for a bowl of pasta i couldn t eat and then watch the met as though basebal were a game i couldn t fathom i found that i wa afraid to tri to go to sleep without talk to someon and be consol if onli by a presenc at the other end of the line,roth
24857,24858,i phone my friend joanna clark who i figur might still be awak,joanna wa a pole who had marri an american come to princeton to live succumb to drink divorc collaps recov and probabl of all my friend had endur the most torment over the cours of her life,roth
24859,24860,she could also be funni about the two of us,i pollut you with fume i shower you with murki stori i make foolish joke in my broken english and realli you onli want to have a littl eastern european chat,roth
24861,24862,well noth come free,some pole are crazykin and i am i believe at the veri begin of the war in septemb her father had been kill by german artilleri,roth
24863,24864,i don t rememb my father at all she had told me one even when i d stop off in princeton for dinner,i wa on my regular trip up to new york from philadelphia where i wa teach at the univers of pennsylvania,roth
24865,24866,in those year joanna wa usual alreadi halfdrunk when she pick me up in her car at the junction train station and her babbl while gombrowicz witkiewicz schulz alarmingli mythomaniac brilliantli eccentr terrif inform and to me not unallur,she wa dour and sobersound about her father howev as we wove back along the road into princeton,roth
24867,24868,he wa shot in the trench,defend warsaw,roth
24869,24870,in fact he wa carri by hi jewish lieuten,he wa in a trench and he got it,roth
24871,24872,he didn t die right away,he die in the hospit of a wound how old wa he he wa veri young,roth
24873,24874,he wa thirtyseven and so you have no recollect of him i wa a babi,no none,roth
24875,24876,all i want wa her fatherless courag rejuven joanna just listen to me might provid whatev it wa i now need at eleventhirti at night to face put my own father at eightysix through a tenhour oper five lifeless day in bed three or four month of convalesc and all of it with no real certainti that it would do him a damn bit of good,eightysix,roth
24877,24878,eightysix kept come in like a knell,i suppos in phone joanna i wa conced that even i knew you couldn t have a father forev,roth
24879,24880,she wa still awak when i phone up wait for a call from one of her pigeon s how she refer to the recov addict she look after,at a local recoveri program whose meet she attend regularli she d becom surrog mother to some five or six young girl tri to kick drug,roth
24881,24882,the girl she wa wait to hear from wa move out on a deadbeat boyfriend who the night befor when she d told him she wa leav had bloodi her nose with one punch,well i said i ve been involv in some unpleas myself,roth
24883,24884,he ha a big brain tumor,the doctor say it s been grow anywher from five to ten year,roth
24885,24886,they tell me he s go to be in desper shape in a veri short time,they re go to have to tri to get it out,roth
24887,24888,no,but the altern is to let it grow and take the consequ and that could be grotesqu,roth
24889,24890,the problem is that for an eightysixyearold man even if he the doctor claim they surviv three time out of recoveri will be a nightmar,i don t mean in some unusu way i mean in hi own mundan bullhead way,roth
24891,24892,hi strength amaz me,well i don t cri all the i seem to sit in thi hotel and do absolut noth,roth
24893,24894,then i think whi am i sit here when he s over there and i drive to elizabeth and take him for a walk,tomorrow is go to be the first day that he s realli alon,roth
24895,24896,but i don t have it in me to go over again,so there it is i said,roth
24897,24898,he s fought such a long the adject that came to me wa not one i d ever thought to associ with hi effort howev much i d alway respect hi long long distinguish battle the word s utter apt took me by surpris,the altern is unaccept,roth
24899,24900,he doesn t even have it as a fantasi solut,i wa over there today to get him to the doctor,roth
24901,24902,i had to drive him across poor poor poor old newark,he know everi street corner,roth
24903,24904,where build are destroy he rememb the build that were there,you mustn t forget s the inscript on hi coat of arm,roth
24905,24906,to be aliv to him is to be made of him if a man s not made of memori he s made of noth,see those step i wa sit on that stoop with al rememb al borak,roth
24907,24908,he had the furnitur wa sit there with al the day america went into the war,it wa springtim april or may i forget,roth
24909,24910,there s where your greataunt had the candi store,that s where my brother morri had hi first shoe store,roth
24911,24912,gee is that still there he say,on and on,roth
24913,24914,we pass hi school thirteenth avenu school where he wa the teacher s favorit,my teacher she love me,roth
24915,24916,we get to the hospit and he say what a bless for the citi of newark when they built thi hospital so he s think not about hi tumor but about the citi of newark,he s the bard of newark,roth
24917,24918,the best citizen,he hasn t given up europ entir she said,roth
24919,24920,the europ in him is hi survivorship,these are peopl who will never give up,roth
24921,24922,but they are better than europ too,there wa gratitud in them and ideal,roth
24923,24924,did i ever tell you what happen when he wa mug a coupl of year ago,it wa the middl of the afternoon,roth
24925,24926,my father had been at the templ offic help them with mail or someth and he wa come home,the black kid prey on the elderli jew in hi neighborhood even in broad daylight,roth
24927,24928,they bicycl in from newark he tell me take their money laugh and go home,get in the bush he tell my father,roth
24929,24930,i m not get in ani bush my father say,you can have whatev you want and you don t need that piec to get it,roth
24931,24932,you can put the piec away the kid lower the gun and my father give him hi wallet,take all the money my father say but if the wallet s of no valu to you i wouldn t mind it back the kid take the money give back the wallet and he run,roth
24933,24934,and you know what my father doe,he call across the street how much did you get and the kid is count it for him,roth
24935,24936,twentythre dollar the kid say,well he s not guilti your father,roth
24937,24938,of cours he treat him like a son,he won t give in to it,roth
24939,24940,he got a lot of mileag out of never recogn the differ among peopl,all my life i have been tri to tell him that peopl are differ one from the other,roth
24941,24942,my mother understood thi in a way that he didn t,couldn t,roth
24943,24944,thi is what i use to long for in him some of her forbear and toler thi simpl recognit that peopl are differ and that the differ is legitim,but he couldn t grasp it,roth
24945,24946,but he had hi own particular jewish style of insist on hi absolut totalist notion of what is good and what is right and as a kid it realli use to get me down,everybodi ha to do it exactli the same way,roth
24947,24948,it s in you too a certain relentless that you got from him,you ve forgiven him that relentless and that tactless that want to make everybodi over in the same mold,roth
24949,24950,all children pay a price and the forgiv entail forgiv also for the price you paid,sinc my mother die i ve got aw close to him,roth
24951,24952,the death of a parent it s horribl,when my mother die she said i had no idea that i would feel that way,roth
24953,24954,half or more of life goe,he is go to chop hi head open pick hi brain up and cut away insid hi skull with a laser with a beam of i thought i know where peopl s weak come from we all know that but where is the sourc of the strength,roth
24955,24956,i don t know,i m sure thi is all veri elementari but it s got me stump tonight,roth
24957,24958,you don t need surreal art you know,thi is surreal to me,roth
24959,24960,in london,at home,roth
24961,24962,she get upset when i call,she s said she want to come back to help but i told her to stay put and do what she ha to do there,roth
24963,24964,in a way it s actual better alon mope about by myself rather than have her here to drag down too,i d just drive back from jersey and sit and stare at to sit and stare by myself,roth
24965,24966,it s better to be concentr on what ha to be done,though all the concentr isn t so wonder either,roth
24967,24968,i can t read god know i can t can t even watch a stupid basebal game,i absolut can not think,roth
24969,24970,that s also your father she said laugh at me now,i clip my toenail sit at the edg of the first thing in day i d been abl to concentr on other than those word,roth
24971,24972,four word again veri veri basic stuff but that night after joanna had done me the favor of hear me out it sound like all the wisdom in the world to me,i didn t understand anyth,roth
24973,24974,as i d driven back to manhattan that afternoon with my grandfath s shave mug clutch in one hand certainli noth could have been clearer to me than how littl i knew,it wasn t that i hadn t understood that the connect to him wa convolut and i hadn t known wa how deep deep can be,roth
24975,24976,i slept fit till four in the morn then i turn on the light got out of bed and look at the pictur of hi brain again understand noth about that either,had it been the mri of yorick s brain that hamlet had been look at even he might have been speechless,roth
24977,24978,a few day later we got the second opinion and my father prefer it to the first,vallo benjamin a neurosurgeon at nyu hospit in manhattan had agre to fit us in at the request of david krohn who had describ him to me as worldclass benjamin wa an authorit worldli man of about my age a smartli dress darkey foreign viril goodlook in the forthright school of picasso whom he resembl,roth
24979,24980,he listen to the medic histori my father recount ask if he got headach or dizzi spell then touch the point of a pin to the two side of my father s face to determin how much feel he d lost on the bad side,benjamin look to be scrutin him veri care as my father answer all the question ask hi own question and wait to hear if a stay of execut might be grant and hi sentenc lift leav him free to feel as though he were forti again,roth
24981,24982,i feel like forti wa someth he d told everyon even on day when it wasn t true until just a few month back,benjamin stuck the mri pictur of the brain up on the light screen behind hi desk and told me to come around and take a look at them with him,roth
24983,24984,my father sat docil besid lil hold in hi hand hi piec of paper with the list of question while the doctor speak so softli that onli i could hear trace a finger over the pictur to show me the extens of the tumor,strictli speak he said it wasn t a brain tumor,roth
24985,24986,probabl it had begun as a tumor on a facial nerv and grown to where now it wa not onli push against the brain stem but extrud through the bone at the back of the nose,meyerson had estim that it would take eight to ten hour to oper and had call the oper routin,roth
24987,24988,now i wa told that it would more like take thirteen or fourteen hour and that the oper involv work where all the arteri and nerv are mass tricki terrain the doctor said,are you tell me it s imposs i ask him,roth
24989,24990,not at all he snap back as though i had impugn hi expertis,hi brotherinlaw had a tumor like thi and they radiat it,roth
24991,24992,use radiat and it went away,i m not say that would solv everyth be perman,roth
24993,24994,roth he repli veri gentli i don t know if radiat would be effect until i know the kind of tumor we re deal with,to know that i need in addit to these pictur a cat scan to give us a pictur of the skull as well as the situat with the brain,roth
24995,24996,i then need a biopsi of the tumor,the biopsi is done with a needl the doctor told him,roth
24997,24998,it s a procedur that take no more than an hour,i would recommend that you come into the hospit overnight so that we can watch you afterward,roth
24999,25000,my father s unembellish style and the fight that wa obvious still in him despit hi age and all he wa up against seem somewhat to beguil the sophist neurosurgeon and even to touch some chord of person sympathi,sever time in recount the histori of hi ill my father had veer off into an anecdot out of hi newark childhood some seventyf year earlier a narr whose subterranean messag appear to be that he had learn to be realist on rutger street and wa prepar for whatev befel him now,roth
25001,25002,he and life went way way back togeth and he want benjamin to know that too,to each about stand up to the irish ruffian from down neck in newark or work after school in hi cousin s blacksmith doctor listen with nearli as much curios as impati and he kindli wait to steer him back to the busi at hand until my father had illustr hi point,roth
25003,25004,then he explain to him in detail how the needl would be insert up through the roof of the mouth the tissu remov from the tumor with the needl and so on step by step,and radiat my father ask again a littl desper thi time,roth
25005,25006,the biopsi will determin if it is the kind of tumor that respond to radiat,the origin request for a coupl more year had in a matter of minut been extend to three or four i notic,roth
25007,25008,my father wa obvious come to trust and even to imbu with a certain divin might thi doctor who wa at onc so much more patrician and potentlook than haimish heavyset dr,meyerson who had propos to do rather more than stick a needl up through the roof of hi mouth,roth
25009,25010,it occur to me that if we were all to sit and talk togeth in benjamin s offic for anoth day or two my father would eventu overcom hi fear of call down even wors miseri upon himself by appear sin greedi and proclaim to thi doctor what had to be in hi heart which wa that he want not just three or four year more but to tackl the whole damn thing all over again i rais myself up out of the immigr street without even a high school educ i never knuckl under never broke the law never lost my courag or said i quit i wa a faith husband a loyal american a proud jew i gave two wonder boy everi opportun i myself never had and what i am demand is onli what i eightysix year,whi he would ask him should a man die at all and of cours he would have been right to ask,roth
25011,25012,it s a good question,you ll feel noth,roth
25013,25014,you will have a gener anesthet,we found a tabl for us also wa my nephew seth who live in jersey citi with hi wife and who had driven lil and my father from elizabeth and wa go to drive them back,roth
25015,25016,seth had sat out in the wait room dure the consult and partli for hi inform but mainli to be sure that my father hadn t misunderstood in the cafeteria i went over everyth again emphas that though the doctor had left open the possibl of the tumor be suscept to treatment by radiat that wasn t the like eventu,i like thi man my father said when i had finish,roth
25017,25018,i m impress by thi man,the other guy just want to go in and cut,roth
25019,25020,thi man want all the inform first,i m impress by him,roth
25021,25022,weren t you he ask lil,i m sure he s an excel doctor,roth
25023,25024,and he said wait,what is he my father ask me,roth
25025,25026,there were crowd outsid the elev on the main floor and push through the busi hospit lobbi i held him by one arm while seth took the other,i have to start live again my father suddenli told me,roth
25027,25028,i can t hole up in that apart anymor,i have to go back to the y the cantor from the synagogu came to see i tell you,roth
25029,25030,two men from the synagogu and the cantor,they d heard about the tumor,roth
25031,25032,a repriev i thought and let him enjoy it,enjoy it yourself i thought if onli till the next decis ha to be made tomorrow and so that night i manag to watch the met game with some pleasur concentr like ani ordinari runofthemil escapist on darl s threehitt and mcreynold s home run rather than on my father and the tumor that wa still there insid hi head despit the met victori blindli massiv there and that if left there would in the end be as merciless as a blind mass of anyth on the march,roth
25033,25034,two year earlier on octob i unfortun had to be in london while the met were play houston in game five of the playoff,it wa elevenfifteen london time when i phone him in elizabeth and my father wa ecstat,roth
25035,25036,i d got him to take an interest in the met onli that spring when he wa laid low for about a month by a debilit malais that nobodi could diagnos and that probabl had had someth to do with the brain tumor,hi strength desert him almost complet he had no appetit for food and sometim when he got up to walk he list from side to side,roth
25037,25038,i d flown back from london to find out what wa wrong and dure the week i d stay on in new york i had tri to divert hi attent from thi unexplain ill by get him interest in the met who were on the way to win the pennant,i would come over some even for dinner and watch the game with him and when i went out to a coupl of game at shea stadium i d told him to keep hi eye open and see if he could spot me in the stand,roth
25039,25040,by the time i left hi symptom had all but disappear and he wa nearli fit again and also veri much a a fan for the first time realli sinc i wa a small boy and he use to take my brother and me out to ruppert stadium in newark to see the old triplea newark bear play a sunday doublehead against our rival from across the marsh the jersey citi giant,when i wound up in london dure the playoff i phone him each night to find out about the game,roth
25041,25042,i love hi exuber descript,met won he told me as though it had been a triumph for him as well,roth
25043,25044,twelfth inning,a helluva game,roth
25045,25046,gooden against ryan,strawberri hit a home run,roth
25047,25048,then they tie it,slow down i said,roth
25049,25050,they won in the twelfth,backman hit a ball too hot for the third baseman,roth
25051,25052,couldn t hold on to it,he got on first,roth
25053,25054,then the pitcher for the houston astronaut threw a wild pitch to first and he went to second,so there wa no sens pitch to hernandez and he put him on,roth
25055,25056,then carter came up,he is for twentytwo or twentythre,roth
25057,25058,and he hit the ball back up the middl backman score and that wa it,how long ago did it end i ask,roth
25059,25060,about half an hour ago,a hundr and twenti thousand buck plu the honor my father said,roth
25061,25062,met two houston three gentil noth,now they re go down to houston right,roth
25063,25064,they just have to win one he said,phil they ll beat him,roth
25065,25066,first of all he s pitch for the second time after three day rest,or is it four day rest,roth
25067,25068,i ll speak to you tomorrow,and congratul on wiesel,roth
25069,25070,and laugh when i call the next night,well what happen i said,roth
25071,25072,it s still on,you wouldn t believ it,roth
25073,25074,i m watch it now,it s beauti he said,roth
25075,25076,well i m go to sleep i said,it s eleventhirti here,roth
25077,25078,but at midnight after have brush my teeth and gone to bed i got out of bed and came down to the kitchen to call him again,i wasn t just call becaus of the met,roth
25079,25080,what happen i ask him,phil,roth
25081,25082,i think dykstra got him around,and then thi guy hit a home run in the houston bottom of the fourteenth,roth
25083,25084,and now it s the top of the fifteenth,he pop up,roth
25085,25086,well that isn t a strikeout,go ahead herm,roth
25087,25088,i m a rich man,pitch by pitch,roth
25089,25090,it s been an unbeliev game but it wa three noth go into the ninth,the met had onli got two hit,roth
25091,25092,you know someth,it s almost time for the red sox to get start,roth
25093,25094,that s suppos to start at eight o clock and here it is seven alreadi,i ll give you a ring tomorrow to see what happen,roth
25095,25096,you just get some sleep he said,at seven the next morn hi london phone to tell me the result,roth
25097,25098,you ve never seen anyth like it,i knew you d be wonder,roth
25099,25100,they were down three in the ninth,they get three run in the ninth,roth
25101,25102,they go ahead four three,for the met,roth
25103,25104,the met go ahead four three,then houston get a home run tie it up four four,roth
25105,25106,in the sixteenth inning the met get three run,they go ahead seven four,roth
25107,25108,houston get up,guy get on base and the next guy get a home run,roth
25109,25110,seven six,i m tell you,roth
25111,25112,after morosco gave up the run in the sixteenth hernandez came out to the just read thi in the you know what he said to him,our repriev last about twentyfour hour,roth
25113,25114,then the brain tumor took charg again,for the next month and a half noth happen and noth wa of us knew what exactli to do,roth
