qd1,qd2,question1,question2,label
3267,3268,madam it is not i who was the peeping tom,it is not i who phoned her parents in michigan at midnight,routh
3269,3270,it is not i who anonymously phoned mr,famous last night,routh
3271,3272,no need to take the accusatory tone so quickly,i am not myself,routh
3273,3274,do you think she is worth it,no,routh
3275,3276,of course not she said,she is not at all beautiful,routh
3277,3278,she is not that intelligent,and she is not that grown up,routh
3279,3280,she is an unusually childish person for her age,she is a kid really,routh
3281,3282,she turned her montana lover into a man,she is turned me into a beggar,routh
3283,3284,who knows what she is turning you into,she leaves a trail of disaster,routh
3285,3286,where does the power come from,take a guess he said,routh
3287,3288,is it that that makes for disaster,the dean asked,routh
3289,3290,something about her sexually is very potent he said and saw her cringe at the words,but then it could not be easy for the loser to stand there and confront the person who had won,routh
3291,3292,there is plenty that is potent the dean said,she is a girlboy,routh
3293,3294,she is a childadult,there is an adolescent in her that is not grown up,routh
3295,3296,she is a cunning naif,but it is not her sexuality on its own that does itit is us,routh
3297,3298,it is we who endow her with the power to wreck,pegeen is nobody you know,routh
3299,3300,you would not be suffering so if she were nobody,she would not be here if she were nobody,routh
3301,3302,look you might as well step inside,then you can see everything up close,routh
3303,3304,and he could hear more about pegeen seared though her observations would be by pegeen is having exploited her,yes he wanted to hear her speak out of the depths of her wound about the closest person on earth to him,routh
3305,3306,this has been more than enough the dean said,come inside he said,routh
3307,3308,no,are you afraid of me,routh
3309,3310,he asked,i have done something foolish for which i apologize,routh
3311,3312,i have trespassed and i am sorry,and now i had like you to let me go,routh
3313,3314,i am not holding you,you have a way of trying to turn the moral tables on me,routh
3315,3316,but i did not invite you here in the first place,then why do you want me to come inside,routh
3317,3318,because of the triumph it would be to sleep with the woman that pegeen used to sleep with,i have no such ambition,routh
3319,3320,i am satisfied with things as they are,i was being polite,routh
3321,3322,i could offer you a cup of coffee,no the dean said coldly,routh
3323,3324,no you want to fuck me,is that what you want me to want,routh
3325,3326,that is what you want,is that what you came here to try to get me to do,routh
3327,3328,so as to pay pegeen back in kind,all at once she could conceal her misery no longer and burst into tears,routh
3329,3330,too late too late she sobbed,he did not understand what she was referring to but he did not ask,routh
3331,3332,she cried with her face buried in her hands while he turned and with the gun at his side went back into the house through the rear door trying to believe that nothing louise had said about pegeen either there outside the house or the night before on the phone could possibly be taken seriously,when he called pegeen that night he made no reference to what had happened that afternoon nor did he tell pegeen about louise is visit when she came for the weekend nor while they were having sex was he able to keep the redhaired valkyrie out of his mind and the fantasy of what had not happened,routh
3333,3334,the pain from the spinal condition made it impossible for him to fuck her from above or even from the side and so he lay on his back and she mounted him supporting herself on her knees and her hands so as not to lower her weight onto his pelvis,at first she lost all her knowhow up there and he had to guide her with his two hands to give her the idea,routh
3335,3336,i do not know what to do pegeen said shyly,you are on a horse axler told her,routh
3337,3338,ride it,when he worked his thumb into her ass she sighed with pleasure and whispered nobody is ever put anything in there beforeunlikely he whispered backand when later he put his cock in there she took as much as she could of it until she could not take any more,routh
3339,3340,did it hurt,he asked her,routh
3341,3342,it hurt but it is you,often she would hold his cock in her palm afterward and stare as the erection subsided,routh
3343,3344,what are you contemplating,he asked,routh
3345,3346,it fills you up she said the way dildos and fingers do not,it is alive,routh
3347,3348,it is a living thing,she quickly mastered riding the horse and soon while she worked slowly up and down she began to say hit me and when he hit her she said mockingly is that as hard as you can do it,routh
3349,3350,your face is already red,harder she said,routh
3351,3352,okay but why,because i have given you permission to do it,routh
3353,3354,because it hurts,because it makes me feel like a little girl and it makes me feel like a whore,routh
3355,3356,go ahead,harder,routh
3357,3358,she had a small plastic bag of sex toys that she brought with her one weekend and she spilled them out on the sheets when they were getting ready for bed,he had seen his share of dildos but never other than in pictures the strapon leather harness that held the dildo secure and enabled one woman to mount and penetrate another,routh
3359,3360,he had asked her to bring her toys with her and now he watched as she pulled the harness over her thighs and on up to her hips where she tightened it like a belt,she looked like a gunslinger getting dressed a gunslinger with a swagger,routh
3361,3362,then she inserted a green rubber dildo into a slot in the harness that was just about level with her clitoris,she stood alongside the bed wearing only that,routh
3363,3364,let me see yours she said,he removed his pants and threw them over the side of the bed while she grabbed the green cock and having lubricated it first with baby oil pretended to masturbate like a man,routh
3365,3366,admiringly he said it looks authentic,you want me to fuck you with it,routh
3367,3368,no thanks he said,i would not hurt you she said cajolingly kittenishly lowering her voice,routh
3369,3370,i promise to be very gentle with you she said,funny but you do not look like you will be gentle,routh
3371,3372,you must not be deceived by appearances,oh let me she said laughing you will like it,routh
3373,3374,it is a new frontier,you will like it,routh
3375,3376,no i had prefer you to suck me off he said,while i wear my cock she said,routh
3377,3378,yes,while i wear my big thick green cock,routh
3379,3380,that is what i want,while i wear my big green cock and you play with my tits,routh
3381,3382,that sounds right,and after i suck you off she said you will suck me off,routh
3383,3384,you will go down on my big green cock,i could do that he said,routh
3385,3386,sothat you could do,you draw strange boundaries,routh
3387,3388,in any event you should know you are still a very twisted man to be turned on by a girl like me,i may well be a twisted man but i do not believe you qualify as a girl like you any longer,routh
3389,3390,oh do not you now,not with that twohundreddollar haircut,routh
3391,3392,not with those clothes,not with your own mother following your fashion in footwear,routh
3393,3394,her hand continued slowly pumping the dildo,you really think you have fucked the lesbian out of me in ten months,routh
3395,3396,are you telling me that you are still sleeping with women,he asked,routh
3397,3398,she just kept pumping the dildo,are you pegeen,routh
3399,3400,with her free hand she held up two fingers,what does that mean,routh
3401,3402,he asked,twice,routh
3403,3404,with louise,do not be crazy,routh
3405,3406,with whom then,she flushed,routh
3407,3408,two teams of girls were playing softball on the field i drive by on the way to school,i parked the car and i got out and went over and stood by the bench,routh
3409,3410,after a pause she confessed when the game was over the pitcher with the blond ponytail came to the house with me,and the second time,routh
3411,3412,the other pitcher with the blond ponytail,that leaves quite a few players waiting their turn he said,routh
3413,3414,i did not intend to do it she said still stroking the green cock,perhaps pegeen mike he said falling into the irish accent he had not used since acting in playboy you should tell me if you have plans to do it again,routh
3415,3416,i had rather you would not he said knowing himself helpless to hold on to her and keep her his alone knowing that his ardor had been laughableand trying to hide his feelings behind the brogue,i told you i was not planning to do it at all and then either because desire had overpowered her or because she wanted to shut him up she lowered her lips down the length of his cock while his gaze remained hypnotically fastened to hers and the helplessness in him the knowledge that the affair was a futile folly and that pegeen is history was unmalleable and pegeen unattainable and that he was bringing a new misfortune down on his head began to abate,routh
3417,3418,the oddity of this combination would have put off many people,only the oddity was what was so exciting,routh
3419,3420,but the terror remained too the terror of going back to being completely finished,the terror of becoming the next louise the reproachful crazed avenging ex,routh
3421,3422,pegeens father had not helped things any when he had come to see her in new york on the saturday following her mother is visit,asa picked up where carol had left off in citing the dangers of their liaison moving from her lover is perilous age to his perilous psychiatric condition,routh
3423,3424,axler is strategy remained the same however tolerate whatever you hear do not rush to challenge the parents so long as pegeen does not yield,your mother was rightthat is a wonderful haircut she had reported her father is telling her,routh
3425,3426,and she was right about your clothes too he had said,yes,routh
3427,3428,do you think i look nice,you look terrific he had said,routh
3429,3430,better than i used to,different,routh
3431,3432,quite different,do i look more like the daughter you would have liked to have had,routh
3433,3434,you certainly have an air you never had before,now tell me about simon,routh
3435,3436,after the hard time he had at the kennedy center she had said he wound up at a psychiatric hospital,is that what you want to talk about,routh
3437,3438,she had asked,yes it is he had said,routh
3439,3440,we all have serious problems dad,we all have serious problems but we do not all wind up in psychiatric hospitals,routh
3441,3442,while we are at it she had said what about the difference in age,do not you want to ask about that,routh
3443,3444,let me ask you something else are you starstruck pegeen,you know how certain kinds of characters carry around their force field an encircling electric force field,routh
3445,3446,it comes in his case with being a star,are you starstruck,routh
3447,3448,she had laughed,at the beginning probably,routh
3449,3450,by this time i assure you he is just himself,may i ask how committed you are to each other,routh
3451,3452,he had said,we do not really talk about it,routh
3453,3454,maybe you ought to talk about it with me then,are you going to marry him pegeen,routh
3455,3456,i do not think he is interested in marrying anyone,are you,routh
3457,3458,why are you treating me as though i am twelve,she had said,routh
3459,3460,because it may be that where men are concerned you are more twelve than forty,look simon axler is an intriguing actor and probably to a woman an intriguing man,routh
3461,3462,but he is the age he is and you are the age you are,he has had the life he is had with its triumphant ups and its cataclysmic downs and you have had the life you have had,routh
3463,3464,and because those downs of his worry me greatly i am not going to talk about them as glibly as you do,i am not going to tell you that i am not going to try to bring any pressure to bear on you,routh
3465,3466,i am going to do just that,and that he didunlike the mother he did not end the day shopping with his daughter but instead he phoned her at her house every night around dinnertime to continue in much the same strong vein the conversation that had begun at lunch in new york,routh
3467,3468,rarely did father and daughter speak for less than an hour,in bed the evening after she had seen her father in new york axler had said to her i want you to know pegeen that i am flabbergasted by all this stuff with your parents,routh
3469,3470,i do not understand the place they are coming to play in our lives,it seems entirely too large and all things considered a little absurd,routh
3471,3472,on the other hand i recognize that at any stage of life there are mysteries about people and their attachments to their parents that can be surprising,this being so let me make a proposal if you want me to fly out to michigan and talk to your father i will fly out to michigan and i will sit and listen to every word he wants to say and when he tells me why he is against this i wo not even arguei will side with him,routh
3473,3474,i will tell him that everything he is concerned about makes perfect sense and that i agreeit is an unlikely arrangement on the face of it and there are to be sure risks involved,but the fact remains that his daughter and i feel as we do about each other,routh
3475,3476,and the fact that he and carol and i were friends as youngsters back in new york is of no relevance whatsoever,that is the only defense i will make pegeen if you want me to go and see him,routh
3477,3478,it is up to you,i will do it this week if you want me to,routh
3479,3480,i will do it tomorrow if that is what you want,his seeing me was quite enough she replied,routh
3481,3482,there is no need for this to be carried further,especially as you have made it clear that you think it is already been carried too far,routh
3483,3484,i am not so sure you are right he said,better to take on the raging fatherbut my father is not raging it is not in his nature to rage and i do not think there is any need to provoke a scene when there is not a scene in the offing,routh
3485,3486,he thought oh there is a scene in the offing all rightthe two upstanding squares you have for parents are not through,but he only said to her okay,routh
3487,3488,i simply wanted to make the offer,it is finally up to you,routh
3489,3490,but was that so,was not it up to him to neutralize them by opposing them rather than by simply leaving things to turn out opportunely on their own,routh
3491,3492,he should in fact have accompanied her to new yorkhe should have insisted on being there and facing asa down,despite what pegeen had said to assure him he was reluctant to give up the idea that asa was a father in a rage whom he should confront rather than flee,routh
3493,3494,are you starstruck,of course that is what he would believe he who never got the big roles,routh
3495,3496,yes thought axler that my fame stole away his only daughter the fame that asa himself could never garner,it was in the middle of the next week that he got around to reading the previous friday is county newspaper and the frontpage story about a murder that had taken place in a welltodo suburban town some twentyfive miles away,routh
3497,3498,a man in his forties a successful plastic surgeon had been shot dead by his estranged wife,the wife was sybil van buren,routh
3499,3500,the two were apparently living apart by then,she had driven to his house across town from hers and as soon as he opened the door had shot him twice in the chest killing him instantly,routh
3501,3502,she had dropped the murder weapon on the doorstep then gone back and sat in her parked car until the police came and took her to the station to be booked,when she had left home that morning she had already arranged for the babysitter to spend the day with the two children,routh
3503,3504,axler phoned pegeen and told her what had happened,did you think she could have done this,routh
3505,3506,pegeen asked,such a helpless person,routh
3507,3508,no,never,routh
3509,3510,she had the motivethe molestationbut homicide,she asked if i would murder him for her,routh
3511,3512,she said i need someone to kill this evil man,what a shocking story pegeen said,routh
3513,3514,this fragilelooking woman built on the frailest childlike scale,the least menacing person one could encounter,routh
3515,3516,they will never convict her pegeen said,maybe they will maybe they wo not,routh
3517,3518,maybe she will plead temporary insanity and get off,but what will become of her then,routh
3519,3520,what will become of the child,if the little girl was not already doomed because of what the stepfather did now she is doomed because of what her mother is done,routh
3521,3522,not to mention their little boy,would you like me to come tonight,routh
3523,3524,you sound shaky,no no he said,routh
3525,3526,i am all right,i have just never known anyone who is killed somebody off the stage,routh
3527,3528,i am going to come over later pegeen said,and when she did they sat in the living room after dinner and he repeated to her in detail everything he remembered sybil van buren saying to him at the hospital,routh
3529,3530,he found her letterthe letter that had been mailed to him in care of jerry is officeand gave it to pegeen to read,the husband claimed to be innocent axler explained,routh
3531,3532,he claimed she was seeing things,was she,routh
3533,3534,i did not think so,i saw her suffering,routh
3535,3536,i believed her story,during the day he had read the article again and again and repeatedly looked at the photograph of sybil that the paper had published a studio portrait in which she looked less like a married woman in her thirties let alone a clytemnestra than like a high school cheerleader someone who as yet had been through nothing in life,routh
3537,3538,the following day he phoned information and easy as that got the van burens phone number,when he called a woman answered who identified herself as sybil is sister,routh
3539,3540,he told her who he was and told her about sybil is letter,he read it to her over the phone,routh
3541,3542,they agreed she would pass it on to sybil is lawyer,are you able to see her,routh
3543,3544,he asked,only with the lawyer,routh
3545,3546,she gets teary about not seeing the children,otherwise she is unnervingly calm,routh
3547,3548,does she talk about the murder,she says it had to be done,routh
3549,3550,you had think it was her fiftieth not her first,she is in a very strange state,routh
3551,3552,the gravity seems to escape her,it is as though the gravity is all behind her,routh
3553,3554,for the moment he said,i have been thinking the same,routh
3555,3556,there is a great crash going to occur,she wo not be living behind this placid mask for long,routh
3557,3558,there must be a suicide watch on her cell,i am frightened of what is coming next,routh
3559,3560,of course,what she did in no way jibes with the woman i knew,routh
3561,3562,why did she do this after all this time,because even when john moved out he continued to deny everything and to tell her that she was delusional and that put her into a mad frenzy,routh
3563,3564,on the morning that she was going to see him she told me that by whatever means it took she was going to extract a confession from him,i said  hado not see him,routh
3565,3566,it will only drive you over the edge,and i was right,routh
3567,3568,i was the one who had wanted her to go to the district attorney and bring charges,i was the one who told her that she should have him put behind bars,routh
3569,3570,but she refused he was not a nobody and the case would wind up in the papers and on tv and alison would get dragged into a courtroom nightmare to be exposed to yet more horror,her saying this is why i never dreamed that extracting a confession by any means would involve the use of his hunting rifleusing his hunting rifle might wind up in the papers too you see,routh
3571,3572,but when she got to john is that saturday morning she did not wait for him to let her into the house,she did not wait to hear him speak a single word,routh
3573,3574,it is not that they had an argument and it escalated and she shot him,seeing his face was all it tookright there in the front doorway she pulled the trigger twice and he was dead,routh
3575,3576,she told me he wanted mayhem so i gave him mayhem,does the little girl know anything,routh
3577,3578,she has not been told yet,that is not going to be easy,routh
3579,3580,nothing about this is going to be easy,the late dr,routh
3581,3582,van buren made sure of that,the suffering that is going to be alison is is unimaginable to me,routh
3583,3584,axler repeated to himself for days afterward the suffering that is going to be alison is,it was probably the very thought that had driven sybil to murder her husbandthereby enlarging alison is suffering forever,routh
3585,3586,one night in bed pegeen said to him i have found a girl for you,she is on the prescott swim team,routh
3587,3588,i swim with her in the afternoon,lara,routh
3589,3590,how would you like me to bring you lara,she was slowly rising and falling above him and all the lights were out though the room was dimly lit by the full moon shining through the branches of the tall trees out back of the house,routh
3591,3592,tell me about lara he said,oh you had like her all right,routh
3593,3594,obviously you do already,i watch her in the pool,routh
3595,3596,i watch her in the locker room,a rich kid,routh
3597,3598,a privileged kid,she is never known a minute is hardship,routh
3599,3600,she is perfect,blond,routh
3601,3602,crystal blue eyes,long legs,routh
3603,3604,strong legs,perfect breasts,routh
3605,3606,how perfect,it makes you awfully hard to hear about lara she said,routh
3607,3608,the breasts he said,she is nineteen,routh
3609,3610,they are solid and they are just up there,her cunt is shaved and there is just a fringe of blond hair to either side,routh
3611,3612,who is fucking her,the boys or the girls,routh
3613,3614,i do not know yet,but somebody is been having some fun down there,routh
3615,3616,from then on lara was with them whenever they wanted her,you are fucking her pegeen would say,routh
3617,3618,that is lara is perfect little pussy,you fucking her too,routh
3619,3620,no,just you,routh
3621,3622,close your eyes,you want her to make you come,routh
3623,3624,you want lara to make you come,all right you blond little bitchmake him come,routh
3625,3626,pegeen cried and no longer did he have to tell her how to ride the horse,squirt it all over her,routh
3627,3628,now,now,routh
3629,3630,yes that is itsquirt in her face,they went to a local inn one night for dinner,routh
3631,3632,from the rustic dining room you could see out over the road to a big lake emblazoned by the sunset,she wore her newest clothes they had gone shopping for them on an impulsive visit to new york the week before a little clinging black jersey skirt a red cashmere sleeveless shell with a red cashmere cardigan knotted over her shoulders sheer black stockings a soft leather shoulder bag trimmed with small leather streamers and on her feet a pair of pointy black slingbacks cut to show the cleavage of the foot,routh
3633,3634,she looked soft and curvaceous and enticing red above and everything black from the waist down and she carried herself with such casual comfort that she might have been dressing like that all her life,she wore the shoulder bag as the saleswoman had suggested with the strap slung across her body like a bandolier and the bag riding her hip,routh
3635,3636,to try to prevent his back from locking and his leg from going dead it was his habit to get up and walk around two or three times during a meal and so after the main course and before dessert axler stood and for the second time strolled through the restaurant and across the inn is public sitting room and into the bar,there he saw an attractive young woman drinking by herself,routh
3637,3638,she must have been in her twenties and from the way she was talking to the bartender he could tell she was a little drunk,he smiled when she looked his way and so as to prolong his stay he asked the bartender if he knew the ball score,routh
3639,3640,then he asked her if she was local or staying at the inn,she said she had just taken a job at the antique shop down the road and had stopped in after work for a drink,routh
3641,3642,he asked if she knew anything about antiques and she said her parents owned an antique shop farther upstate,she had been working at a shop in greenwich village for three years and had decided to get away from the city and try her luck in washington county,routh
3643,3644,he asked how long she had been out here and she said she had arrived only the month before,he asked what she was drinking and when she told him he said next one is on me and indicated to the bartender that he should put the drink on his tab,routh
3645,3646,when dessert arrived he said to pegeen there is a girl at the bar getting drunk,what does she look like,routh
3647,3648,like she can take care of herself,you want to,routh
3649,3650,if you do he said,how old is she,routh
3651,3652,she said,i had say twentyeight,routh
3653,3654,you had be in charge,you and the green cock,routh
3655,3656,you had be in charge she said to him,you and the real cock,routh
3657,3658,we had be in charge together he said,i want to see her she said,routh
3659,3660,he paid the bill and they left the restaurant and went to stand in the doorway of the bar,he stood behind pegeen with his arms encircling her,routh
3661,3662,he could feel her trembling with excitement as she watched the girl drinking at the bar,her trembling thrilled him,routh
3663,3664,it was as though they had merged into one maniacally tempted being,you like her,routh
3665,3666,he whispered,she looks as if she could be quite indecent given half a chance,routh
3667,3668,she looks like she is ready for a life of crime,you want to take her home,routh
3669,3670,she is not lara but she had do,what if she vomits in the car,routh
3671,3672,you think she is about to,she is been at it a long time,routh
3673,3674,when she passes out at the house how do we get rid of her,murder her pegeen said,routh
3675,3676,while still closely holding pegeen in front of him he called across the bar do you need a ride young lady,tracy,routh
3677,3678,do you need a ride tracy,i have got my car tracy replied,routh
3679,3680,are you in any shape to drive it,i can drop you off at home,routh
3681,3682,pegeen was still quivering in his arms,she is a cat he thought before the cat pounces the falcon before it soars from the falconer is wrist,routh
3683,3684,the animal you can controluntil you let it loose,he thought i am providing her tracy the way i give her the clothes,routh
3685,3686,everyone felt emboldened with lara because there was no lara there and so no consequences,this he knew to be different,routh
3687,3688,it dawned on him that he was ceding all the power to pegeen,i can get my husband to pick me up tracy said,routh
3689,3690,he had noticed earlier that she wore no wedding ring,no let us drive you,routh
3691,3692,where do you want to go,tracy mentioned a town twelve miles to the west,routh
3693,3694,the bartender who knew axler lived in the opposite direction went about his job as if he were a deafmute,because of axler is movies practically everyone in the rural town of nine hundred knew who he was though few had any idea that his reputation rested on his lifetime is achievement on the stage,routh
3695,3696,the drunken young woman paid her bill and climbed off the stool and grabbed her jacket to leave,she was taller than he had imagined and larger tooa stray perhaps but no waifa buxom blond with an extensive body and a kind of readymade nordic prettiness,routh
3697,3698,in all a coarser commonplace version of stately louise,he put tracy in the back seat with pegeen and drove them along the dark country roads empty of traffic to his house,routh
3699,3700,it was as though they were abducting her,the swiftness with which pegeen moved did not take him by surprise,routh
3701,3702,she was not constrained by inhibition or fear as she had been when she had gotten her haircut and he was already enthralled merely by what he could hear from the back of the car,in the bedroom at home pegeen emptied onto the bed her plastic bag of implements among them the toylike catoninetails with its very soft thin wisps of black unknotted leather,routh
3703,3704,axler wondered what was going on in tracy is mind,she gets into a car with two people she is never seen before they drive her to a house on a dirt road deep in the country and then she steps out of the car into a threering circus,routh
3705,3706,she may be drunk but she is also young,how oblivious to risk can she be,routh
3707,3708,or do pegeen and i inspire trust,or is risk what tracy is looking for,routh
3709,3710,or is she too drunk to care,he wondered if she had ever done anything like this before,routh
3711,3712,he wondered again why she was doing it now,it did not make sense that this tracy should fall into their laps to do all of the laralike stuff they had been dreaming excitedly about in bed,routh
3713,3714,though what did make sense,his being unable to go out and act on a stage,routh
3715,3716,his having been a psychiatric inpatient,his conducting a love affair with a lesbian whom he had first seen nursing at her mother is breast,routh
3717,3718,when a man gets two women together it is not unusual for one of the women rightly or wrongly feeling neglected to wind up crying in a corner of the room,from how this was going so far it looked as though the one who had wind up crying in the corner would be him,routh
3719,3720,yet as he watched from the far side of the bed he did not feel painfully overlooked,he had let pegeen appoint herself ringmaster and would not participate until summoned,routh
3721,3722,he would watch without interfering,first pegeen stepped into the contraption adjusted and secured the leather straps and affixed the dildo so that it jutted straight out,routh
3723,3724,then she crouched above tracy brushing tracy is lips and nipples with her mouth and fondling her breasts and then she slid down a ways and gently penetrated tracy with the dildo,pegeen did not have to force her open,routh
3725,3726,she did not have to say a wordhe imagined that if either one of them did begin to speak it would be in a language unrecognizable to him,the green cock plunged in and out of the abundant naked body sprawled beneath it slow at first then faster and harder then harder still and all of tracy is curves and hollows moved in unison with it,routh
3727,3728,this was not soft porn,this was no longer two unclothed women caressing and kissing on a bed,routh
3729,3730,there was something primitive about it now this womanonwoman violence as though in the room filled with shadows pegeen were a magical composite of shaman acrobat and animal,it was as if she were wearing a mask on her genitals a weird totem mask that made her into what she was not and was not supposed to be,routh
3731,3732,she could as well have been a crow or a coyote while simultaneously pegeen mike,there was something dangerous about it,routh
3733,3734,his heart thumped with excitementthe god pan looking on from a distance with his spying lascivious gaze,it was english that pegeen spoke when she looked over from where she was now resting on her back beside tracy combing the little black catoninetails through tracy is long hair and with that kidlike smile that showed her two front teeth said to him softly your turn,routh
3735,3736,defile her,she took tracy by one shoulder whispered time to change masters and gently rolled the stranger is large warm body toward his,routh
3737,3738,three children got together he said and decided to put on a play whereupon his performance began,around midnight they drove tracy back to the lot beside the inn where she had left her car,routh
3739,3740,you two do this often,tracy asked from the back seat where she lay encircled by pegeen is arms,routh
3741,3742,no pegeen said,do you,routh
3743,3744,never in my life,so what do you think,routh
3745,3746,asked pegeen,i ca not think,routh
3747,3748,my head is too crammed with everything to think,i feel tripped out,routh
3749,3750,i feel like i have taken drugs,where did you get the bravado for this,routh
3751,3752,pegeen asked her,the booze,routh
3753,3754,your clothes,the way you looked,routh
3755,3756,i thought i have nothing to fear,tell me is he that actor,routh
3757,3758,tracy asked pegeen as though he were not in the car,he is pegeen said,routh
3759,3760,that is what the bartender said,are you an actress,routh
3761,3762,she asked pegeen,off and on pegeen said,routh
3763,3764,it was crazy tracy said,it was pegeen replied the wielder of the catoninetails and connoisseur of the dildo who was herself no dabbler who had indeed carried things to the limit,routh
3765,3766,tracy kissed pegeen passionately when they said goodnight,passionately pegeen returned the kiss and stroked her hair and clutched her breasts and in the parking lot beside the inn where they had all met the two momentarily clung together,routh
3767,3768,then tracy got into her car and before she drove off he heard pegeen tell her see you soon,they drove home with pegeen is hand down in his pants,routh
3769,3770,the smell she said it is on us while axler thought i miscalculatedi did not think it through,he was the god pan no longer,routh
3771,3772,far from it,while pegeen showered he sat downstairs in the kitchen and had a cup of tea as if nothing had happened as if another ordinary night had been passed at home,routh
3773,3774,the tea the cup the saucer the sugar the creamall answered a need for the matteroffact,i want to have a child,routh
3775,3776,he imagined pegeen speaking those words,he imagined her telling him when she came into the kitchen after the shower i want to have a child,routh
3777,3778,he was imagining the least likely thing that might happen which was why he was imagining it he was out to force his foolhardiness back into a domestic container,with whom,routh
3779,3780,he imagined himself asking her,with you,routh
3781,3782,you are the choice of my life,as your family has duly warned you i am closing in on seventy,routh
3783,3784,when the child is ten i will be seventyfive seventysix,by then i may not be your choice,routh
3785,3786,i will be in a wheelchair with this spine of mine if not already dead,forget about my family he imagined her saying,routh
3787,3788,i want you to be the father of my child,are you going to keep this a secret from asa and carol,routh
3789,3790,no,all that is over,routh
3791,3792,you were right,louise did me a favor with that phone call,routh
3793,3794,no more secrecy,they will have to live with things as they are,routh
3795,3796,and where did this desire come from to mother a child,from becoming what i have become for you,routh
3797,3798,he imagined himself saying who could have foreseen this evening taking this turn,not at all he imagined pegeen replying,routh
3799,3800,it is the next step,if we are to continue i want three things,routh
3801,3802,i want you to have back surgery,i want you to resume your career,routh
3803,3804,i want you to impregnate me,you want a lot,routh
3805,3806,who taught me to want a lot,he imagined her saying,routh
3807,3808,that is my proposal for a real life,what more can i offer,routh
3809,3810,back surgery is very tricky,the doctors i have seen say it would do no good in my case,routh
3811,3812,you ca not go on locked up with that pain,you ca not go on hobbling around forever,routh
3813,3814,and my career is trickier still,no he imagined her saying it is a matter of adopting a plan to end the uncertainty,routh
3815,3816,a bold longterm plan,that is all that is required he imagined himself answering,routh
3817,3818,yes,it is time to be bold with yourself,routh
3819,3820,if anything it sounds like it is time to be cautious,but because in her company he had begun to be rejuvenated because he had done everything in his power to get himself to believe that she who had begun by offering him a glass of wateronly to go from there to pulling off the feat of feats the sexchange actcould indeed make contentment real with him he thought the most hopeful thoughts he could,routh
3821,3822,in this kitchen reverie of the rectified life he imagined himself seeing an orthopedist who sent him for an mri and after that for a presurgical myelogram and after that for surgery,meanwhile he would have contacted jerry oppenheim and told him that if anyone wanted to offer him a role he was available to work again,routh
3823,3824,then still at the kitchen table exciting himself by elaborating these thoughts while pegeen finished showering upstairs he imagined pegeen having a healthy baby the very month that he opened at the guthrie theater in the role of james tyrone,he would have found vincent daniels is card where he had left it as a bookmark in the copy of long day is journey,routh
3825,3826,he would have gone to see vincent daniels with the script and they would have worked together every day until they found the way to get him to stop distrusting himself so that when he went onstage at the guthrie on opening night the lost magic returned and he knew while the words were flying so naturally so effortlessly out of his mouth that he was in the midst of a performance as good as any he had ever given and that maybe being incapacitated for so long however painful had not been the worst thing that could have happened,now the audience believed him anew in every moment,routh
3827,3828,where previously confronting the scariest part of actingthe line saying something saying something spontaneously with freedom and easehe had felt himself naked without the protection of any approach now everything was once again emanating from instinct and he needed no other means of approach,the stretch of bad luck was over,routh
3829,3830,the selfinflicted torment was over,he had recovered his confidence the grief was displaced the abominable fear was dispelled and everything that had fled him was back where it belonged,routh
3831,3832,the reconstruction of a life had to begin somewhere and for him it had started with falling for pegeen stapleford amazingly just the woman to have recruited for the job,it seemed to him now that the kitchen scenario was no longer the aery tale with which he had begun but that he was imagining a new possibility a reclamation of exuberance that it was his intention to fight for and to implement and to enjoy,routh
3833,3834,axler felt the determination that was originally his when he came to new york to audition at the age of twentytwo,the next morning as soon as pegeen had left to drive back to vermont he called a hospital in new york and asked for a doctor with whom he could consult about the genetic hazards of fathering a child at sixtyfive,routh
3835,3836,he was referred to the office of a specialist and given an appointment for the following week,he said nothing about any of this to pegeen,routh
3837,3838,the hospital was far uptown and after parking the car in a garage he made his way with mounting excitement to the doctor is office,he was given the usual medical forms to fill out and then greeted by a filipino man of about thirtyfive who said he was dr,routh
3839,3840,wan is assistant,there was a windowed room off the waiting area and the assistant led him there so that they could be alone,routh
3841,3842,it seemed a room designed to be used by children with low tables and small chairs scattered about and children is drawings pinned to one wall,the two of them sat at one of the tables and the assistant began to ask him about himself and his family and the diseases they had suffered from and the diseases they had died of,routh
3843,3844,the doctor is assistant recorded the answers on a sheet of paper printed with the skeleton of a family tree,axler told him as much as he knew from as far back as his knowledge of the family extended,routh
3845,3846,then the assistant took a second sheet and asked about the family of the prospective mother,axler could tell him only that pegeen is parents were both living he knew nothing about their medical histories or those of pegeen is aunts uncles grandparents and greatgrandparents,routh
3847,3848,the assistant asked for her family is country of origin as he had asked for axler is and having recorded the information told axler that he would give all the data to dr,wan and that after he and the doctor had conferred she would come out to talk to axler,routh
3849,3850,alone in the room axler felt ecstatic with the return of his force and his naturalness and the abandonment of his humiliation and the end of his disappearance from the world,this was not reverie any longer the revitalization of simon axler was truly under way,routh
3851,3852,and under way in this room full of children is furniture of all places,the scale of the furniture reminded him of the art therapy session at hammerton when he and sybil van buren had been given crayons and paper in order to draw pictures for their therapist,routh
